#nch:  1000 id=     1      E in detector (MeV)                                             
#      x          content      error    
  0.421650E+01 0.138600E+04 0.372290E+02
  0.422550E+01 0.113800E+04 0.337343E+02
  0.423450E+01 0.960000E+03 0.309839E+02
  0.424350E+01 0.942000E+03 0.306920E+02
  0.425250E+01 0.711000E+03 0.266646E+02
  0.426150E+01 0.640000E+03 0.252982E+02
  0.427050E+01 0.630000E+03 0.250998E+02
  0.427950E+01 0.685000E+03 0.261725E+02
  0.428850E+01 0.784000E+03 0.280000E+02
  0.429750E+01 0.909000E+03 0.301496E+02
  0.430650E+01 0.112900E+04 0.336006E+02
  0.431550E+01 0.126300E+04 0.355387E+02
  0.432450E+01 0.138000E+04 0.371484E+02
  0.433350E+01 0.151400E+04 0.389102E+02
  0.434250E+01 0.161700E+04 0.402119E+02
  0.435150E+01 0.199100E+04 0.446206E+02
  0.436050E+01 0.309100E+04 0.555968E+02
  0.436950E+01 0.527300E+04 0.726154E+02
  0.437850E+01 0.923900E+04 0.961197E+02
  0.438750E+01 0.138260E+05 0.117584E+03
  0.439650E+01 0.168660E+05 0.129869E+03
  0.440550E+01 0.167600E+05 0.129460E+03
  0.441450E+01 0.132020E+05 0.114900E+03
  0.442350E+01 0.840700E+04 0.916897E+02
  0.443250E+01 0.483300E+04 0.695198E+02
  0.444150E+01 0.304100E+04 0.551453E+02
  0.445050E+01 0.251300E+04 0.501298E+02
  0.445950E+01 0.249700E+04 0.499700E+02
  0.446850E+01 0.243200E+04 0.493153E+02
  0.447750E+01 0.229100E+04 0.478644E+02
  0.448650E+01 0.224100E+04 0.473392E+02
  0.449550E+01 0.244100E+04 0.494065E+02
  0.450450E+01 0.288500E+04 0.537122E+02
  0.451350E+01 0.338400E+04 0.581722E+02
  0.452250E+01 0.440200E+04 0.663476E+02
  0.453150E+01 0.720400E+04 0.848764E+02
  0.454050E+01 0.162480E+05 0.127468E+03
  0.454950E+01 0.383600E+05 0.195857E+03
  0.455850E+01 0.819870E+05 0.286334E+03
  0.456750E+01 0.146416E+06 0.382643E+03
  0.457650E+01 0.210566E+06 0.458875E+03
  0.458550E+01 0.240648E+06 0.490559E+03
  0.459450E+01 0.218059E+06 0.466968E+03
  0.460350E+01 0.155007E+06 0.393709E+03
  0.461250E+01 0.879020E+05 0.296483E+03
  0.462150E+01 0.383890E+05 0.195931E+03
  0.463050E+01 0.136470E+05 0.116820E+03
  0.463950E+01 0.428500E+04 0.654599E+02
  0.464850E+01 0.154100E+04 0.392556E+02
  0.465750E+01 0.823000E+03 0.286880E+02
  0.466650E+01 0.557000E+03 0.236008E+02
  0.467550E+01 0.549000E+03 0.234307E+02
  0.468450E+01 0.593000E+03 0.243516E+02
